Name,1171_M_O_V-W4_CP04543,1166_M_O_V-W4_CP04543,1170_M_O_V-W4_CP04543,1167_M_O_V-W4_CP04543,1169_M_O_V-W4_CP04543,1172_M_O_V-W4_CP04543,1174_M_O_V-W4_CP04543,1168_M_O_V-W4_CP04543,1173_M_O_V-W4_CP04543,1165_MSV-W4_CP04543,1158_MSV-W4_CP04543,1157_MSV-W4_CP04543,1162_MSV-W4_CP04543,1164_MSV-W4_CP04543,1161_MSV-W4_CP04543,1156_MSV-W4_CP04543,1159_MSV-W4_CP04543,1163_MSV-W4_CP04543,1160_MSV-W4_B_CP04543,1176_M_ORX_E-W4_CP04543,1182_M_ORX_E-W4_CP04543,1177_M_ORX_E-W4_CP04543,1185_M_ORX_E-W4_CP04543,1178_M_ORX_E-W4_CP04543,1184_M_ORX_E-W4_CP04543,1179_M_ORX_E-W4_CP04543,1183_M_ORX_E-W4_CP04543,1180_M_ORX_E-W4_CP04543,1181_M_ORX_E-W4_CP04543
5.1.1.7:Diaminopimelate epimerase,0.00161525,0.00205066,0.00375016,0.00132901,0.00212455,0.00251916,0.00116084,0,0.00214811,0,0,0,0.00241808,0.00185341,0,0.00247179,0.00179464,0.00248717,0.001555189,0.00230799,0.00108267,0.00253783,0.00260724,0.003583489,0.00167572,0.004143471,0.00234399,0.00214948,0.00308313
5.1.3.1:Ribulose-phosphate 3-epimerase,0.0028568,0.000784672,0.00285241,0.00192668,0.00242167,0.00193418,0.00219316,0.00149153,0.00223205,0.00175414,0.000994384,0.00242819,0.0031317,0,0,0.00105797,0.00167328,0.000458555,0.005672208,0.000604732,0.000560668,0.00187927,0.00238628,0.00137528,0.0015811,0.000752414,0.00125085,0.00137761,0.00255684
5.1.3.11:Cellobiose epimerase,0.000923817,0.000948217,0,0,0.00114954,0,0,0,0,0,0,0,0,0,0,0.002971871,0,0,0,0,0,0,0,0,0,0,0,0,0
"5.1.3.13:dTDP-4-dehydrorhamnose 3,5-epimerase",0.00402905,0.00140719,0.0013592,0.00190762,0.00321195,0.00197129,0.00333989,0.005292519,0.000478958,0.000505508,0.00123038,0.00400383,0.00316881,0.002836311,0.00145716,0.000963435,0,0.00158664,0.002217759,0.000952441,0.00225237,0.00144811,0.00229703,0.00136624,0.000969884,0.00138888,0.0014003,0.00146696,0.0036629
5.1.3.14:UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),0.000575345,0,0,0,0,0.000469312,0,0,0.000468921,0,0.000839439,0.000976123,0,0,0.00196523,0,0,0,0,0.000312389,0,0.000316734,0.000401742,0.000421022,0.000571471,0,0.000505131,0.000365653,0.000397965
5.1.3.2:UDP-glucose 4-epimerase,0.001298,0.00231825,0.00324254,0.00342259,0.00409718,0.00134895,0.0022766,0,0.003937,0.00301025,0.000577922,0,0.0015429,0,0.00299529,0,0,0,0,0.00258378,0.00310133,0.00348386,0.00341917,0.00172521,0.00292257,0.003802631,0.00354355,0.00286477,0.00417268
5.1.3.32:L-rhamnose mutarotase,0.0021495,0,0,0,0,0,0,0,0,0.00152719,0,0,0,0,0,0,0,0,0,0,0,0,0.000306096,0,0,0,0,0,0
5.1.3.4:L-ribulose-5-phosphate 4-epimerase,0.000535812,0.000693771,0,0,0.00101798,0,0,0,0,0.00101678,0,0.00264507,0.000874997,0,0,0.000994609,0.00157086,0.00213989,0,0.000992872,0.00117483,0.000601852,0.000156512,0.000656714,0.00048098,0.000960552,0.000172717,0.000340359,0
5.1.3.9:N-acylglucosamine-6-phosphate 2-epimerase,0.00368491,0.00220807,0.00834141,0.00339181,0.00231016,0.00339429,0.00200994,0.00138722,0.00520409,0.00288548,0,0.00154275,0.00552522,0,0,0.00149076,0.002634431,0.00236108,0,0.00305754,0.00278791,0.00290527,0.00422327,0.00255202,0.004172649,0.003149621,0.00306585,0.00325369,0.00546838
5.1.99.6:NAD(P)H-hydrate epimerase,0.00281742,0.000888376,0.00178268,0.00253747,0.00163149,0.00287175,0.000856075,0,0.00177192,0.000998089,0.000935315,0,0.000760791,0,0.00135079,0,0,0,0,0.00129445,0.00181759,0.00145816,0.0013821,0.00204862,0.00190443,0.000837271,0.00176164,0.00178679,0.00144103
5.2.1.8:Peptidylprolyl isomerase,0.009164849,0.013571498,0.00592979,0.011608901,0.00937457,0.009943059,0.007050001,0.00421702,0.010059201,0.00762936,0.00609813,0.009042999,0.00768845,0.008241322,0.00444945,0.008357122,0.004217581,0.008082321,0.005907998,0.009752499,0.004190091,0.009948598,0.012940402,0.010646399,0.012647399,0.009151101,0.0105293,0.010362701,0.008234161
5.3.1.1:Triose-phosphate isomerase,0.00299566,0.00148529,0.00490915,0.00402971,0.00443449,0.0042624,0.005803741,0.00814531,0.00302528,0.00347665,0.00451278,0.00207885,0.00455656,0.005259921,0.00467986,0.006347401,0.004712471,0.005201471,0.004163239,0.00200871,0.00194774,0.00247911,0.00282467,0.00212088,0.00336918,0.004654471,0.00333234,0.00397333,0.0036142
5.3.1.12:Glucuronate isomerase,0.000786174,0.000506734,0,0.000426802,0,0.000548839,0,0,0,0.00243129,0,0,0,0.000822683,0,0,0,0,0,0,0,0,0.000254459,0.000583406,0,0,0.000176541,0,0
5.3.1.26:Galactose-6-phosphate isomerase,0.00150646,0,0,0.000523963,0.000969753,0.00165824,0,0,0.00130591,0,0,0,0,0,0,0,0,0.0018052,0,0.00103322,0,0.000713956,0.000456,0.000777945,0.000448715,0.00161059,0.00115268,0.00122864,0.00185237
5.3.1.4:L-arabinose isomerase,0.0024637,0.00305047,0,0.00126906,0.00266948,0.000343854,0.00146492,0.00373262,0.00151194,0,0.000818309,0.00492502,0.0026724,0.00178282,0.00590506,0.004134891,0.003280291,0.00104539,0.002689829,0.000741183,0.00178888,0.00072597,0.00147617,0.00105445,0.000801503,0,0.000642307,0.000786931,0.00106972
5.3.1.5:Xylose isomerase,0.00354092,0.004120559,0.00525534,0.00249437,0.00447054,0.00277292,0.004970531,0.00577825,0.00416729,0.00830923,0.00723881,0.0010134,0.00679065,0.007060912,0.00958967,0.005467791,0.015760304,0.008394961,0,0.00310484,0.00420004,0.0022389,0.004190041,0.00239182,0.000416989,0.003400361,0.00171653,0.0018238,0.00253414
5.3.1.6:Ribose-5-phosphate isomerase,0.00323638,0.003621279,0.00224997,0.00301487,0.00247781,0.003948139,0.00123756,0,0.00178543,0.00242645,0.00358553,0.00287163,0.000662977,0,0,0,0,0.00218609,0,0.00289607,0.00307479,0.0030523,0.0022274,0.00401839,0.00364495,0.004465911,0.00267401,0.00415706,0.00124772
5.3.1.8:Mannose-6-phosphate isomerase,0.000502188,0.00103009,0.00191262,0.00103132,0.00110591,0.00174356,0.000736579,0,0.003238341,0.00101472,0,0,0.000597874,0,0,0.000705992,0,0,0,0.00188912,0.00303753,0.00109948,0.000988088,0.00151703,0.00211437,0.00153966,0.00188306,0.00138064,0.00204524
5.3.1.9:Glucose-6-phosphate isomerase,0.00193517,0.005360209,0.00162536,0.00431133,0.00431669,0.00508149,0.00317649,0.00322445,0.005835881,0.00578185,0.00376135,0.005619139,0.0034771,0.004182401,0.00154956,0.005696581,0.005481522,0.00392236,0,0.00388158,0.00266543,0.00328751,0.00406246,0.00387528,0.004635529,0.005605501,0.00484682,0.00501078,0.00603729
5.4.2.1:Transferred entry 5.4.2.11 and 5.4.2.12,0.00143649,0.0006258,0,0,0,0.000295518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179449,0.000253685,0.000190563,0.000255205,0.000280774,0.000226574,0
5.4.2.10:Phosphoglucosamine mutase,0.0034466,0.00209048,0,0.002452,0.00504299,0.00210477,0.00179579,0.007614589,0.00143339,0,0.00128705,0.00164493,0.00158179,0.00235239,0.00116314,0.00136204,0.004934472,0.00390105,0.005243849,0.00285689,0.003309061,0.00269827,0.00233653,0.00243556,0.00145546,0.003145791,0.00336025,0.00283688,0.00208766
"5.4.2.11:Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)",0.005562049,0.002957409,0.00892458,0.00169279,0.000689116,0.00225291,0.00248521,0,0.00195038,0.00174946,0.005758021,0.006058869,0.00220909,0.00103902,0,0,0.004936971,0.00368166,0.003253149,0.00445822,0.00330778,0.00407603,0.00263208,0.00286481,0.003043399,0.004718161,0.00367961,0.00619471,0.00260737
"5.4.2.12:Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)",0.00122542,0.00186135,0,0.00244683,0.00416513,0.00113064,0.005344961,0.006632839,0.00194869,0.00222334,0.00281141,0.00246101,0.00153603,0.002920231,0.00252098,0.00312219,0,0,0.004170189,0.00309274,0.00102859,0.00141967,0.00193044,0.000778394,0.00140542,0.00119486,0.00123655,0.00103814,0.00185174
"5.4.2.2:Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",0.000685186,0,0,0.000385296,0,0.000782842,0.000631815,0,0,0,0,0,0,0,0,0,0,0.00139868,0,0.000999065,0,0.000775731,0.000359344,0.000388243,0.000410602,0.000657504,0.000773018,0.000741782,0.000874183
5.4.2.7:Phosphopentomutase,0.00308827,0.00206266,0,0.00138531,0.00251585,0.0019375,0.00294465,0,0,0.00150538,0.00185532,0.004465569,0,0.00197113,0.0046538,0.00240054,0,0.00106959,0.006109558,0.00218468,0,0.00115469,0.00134944,0.00124483,0.00183623,0.00154833,0.00112046,0.00141176,0.000951263
5.4.99.12:tRNA pseudouridine(38-40) synthase,0.00101676,0.000819946,0.00519717,0.00229125,0.00126986,0.00183439,0.00151026,0,0.00240174,0.00177569,0.00153648,0.006180069,0.00311096,0.00131749,0.00351514,0.00120961,0,0.005007301,0.007148858,0.00207164,0.006247211,0.00309896,0.00193668,0.00236691,0.003846679,0.00285354,0.00238363,0.0029451,0.00222571
5.4.99.18:5-(carboxyamino)imidazole ribonucleotide mutase,0.00175375,0.004348109,0.00189442,0.00165998,0.00277973,0.00199411,0.00193845,0.00743336,0.005765301,0.00551385,0.00242447,0.00553497,0.00495158,0.006513671,0.00219657,0.007372451,0.005290131,0.00239998,0.001689759,0.00272036,0.005728031,0.00174381,0.00204071,0.00240558,0.00276855,0.00216698,0.00237157,0.00176333,0.00279587
5.4.99.2:Methylmalonyl-CoA mutase,0.00275459,0.0026452,0.00249615,0.00248125,0,0.000990267,0.002568841,0,0.000533189,0.000646214,0.00485974,0,0.00348542,0.000774287,0,0.000653415,0,0.000682064,0,0.00159781,0.000273366,0.00137427,0.00128367,0.00070732,0,0.000695024,0,0,0.000703354
5.4.99.25:tRNA pseudouridine(55) synthase,0.00199912,0.00122572,0,0.00169419,0.00268161,0.00180713,0.00179689,0,0.00145796,0,0.000714723,0.00231659,0.00159098,0.00131389,0,0.00105374,0,0.00289191,0,0.00226574,0.00350138,0.00254123,0.00249577,0.0015091,0.00226065,0.00236631,0.00233193,0.00227383,0.0019772
5.99.1.2:Transferred entry 5.6.2.1,0.009215519,0.008676559,0.00731045,0.00383205,0.00347931,0.00238056,0.00108852,0.00116342,0.00239065,0.00376546,0.00628613,0.008798869,0.00655597,0.007893652,0.0104503,0.00180216,0.00141285,0.007719091,0.002813039,0.00471936,0.0024732,0.00325325,0.00274124,0.00265804,0.00257385,0.003846341,0.00292798,0.00231806,0.00415091
5.99.1.3:Transferred entry 5.6.2.2,0.00971678,0.009952369,0.00490847,0.00952312,0.00673219,0.0091119,0.008453071,0.00176604,0.010425601,0.00580381,0.00283374,0.014453199,0.00440619,0.004902601,0.00875951,0.00393541,0,0.009972291,0.011287296,0.008920169,0.010653902,0.010955699,0.010066901,0.012127399,0.010212499,0.013282203,0.0120961,0.0120246,0.00870777
6.1.1.1:Tyrosine--tRNA ligase,0.000663163,0.00594149,0.0066276,0.00139233,0.00103874,0.00168836,0,0.00239944,0.00210635,0.005269529,0.0047736,0.002969129,0.00189331,0.00227707,0.00810375,0.004317881,0.010581403,0.002708361,0.011585496,0.00171391,0.00201628,0.00239744,0.00245681,0.00332678,0.00124527,0.00288643,0.00274124,0.00197865,0.00276467
6.1.1.10:Methionine--tRNA ligase,0.00465059,0.00304,0.0112169,0.00289933,0.00485614,0.00320753,0.00194391,0.007114749,0.00277617,0.000894876,0.007779891,0.007392199,0.00269072,0.004429391,0.00297286,0.005364351,0.009027042,0.00194693,0.002593209,0.00461471,0.004069091,0.003736389,0.00380039,0.00245134,0.004651049,0.004874701,0.00518241,0.00372756,0.00381554
6.1.1.11:Serine--tRNA ligase,0.00244817,0.004867349,0.00252249,0.00245946,0.00354774,0.00327964,0.000813358,0.00385977,0.00248539,0.00138363,0.00448863,0.004831049,0.00230892,0.000784919,0.00265192,0.0015718,0.005233531,0.003653831,0.002200469,0.00296431,0.003423351,0.00210025,0.00282327,0.00294987,0.00231409,0.004042531,0.00308155,0.00310954,0.00218224
6.1.1.12:Aspartate--tRNA ligase,0.00239758,0.000788396,0.0045471,0.00396193,0.00137125,0.004113419,0.00279476,0.00207305,0.00160445,0,0.00513167,0.00279249,0.00214408,0,0.00159084,0.000978588,0,0.00112573,0,0.00293107,0.00296035,0.00205293,0.00287059,0.0019572,0.00172004,0.0022284,0.00181349,0.00188546,0.0014603
6.1.1.14:Glycine--tRNA ligase,0.008032369,0.006143829,0.0024574,0.00415076,0.00811007,0.00368243,0.00407633,0.013676699,0.00219175,0.0114622,0.00766704,0.004156839,0.0069159,0.006182301,0.00754903,0.015293602,0.023142006,0.009845551,0.004285278,0.00398758,0.00216941,0.00251317,0.00343898,0.00299425,0.00185257,0.004650121,0.00324571,0.00264329,0.00384323
6.1.1.15:Proline--tRNA ligase,0.00694887,0.008859179,0,0.00374201,0.00481116,0.00417457,0.005569541,0.00465332,0.00635128,0.00454113,0.010592901,0.006447159,0.00353106,0.009589402,0.0036824,0.006446631,0.010589703,0.007167651,0.009012437,0.00519847,0.005644911,0.00249686,0.00254966,0.00353273,0.00199004,0.005558191,0.00240763,0.00184881,0.00311848
6.1.1.16:Cysteine--tRNA ligase,0.00134023,0.00164905,0.00751579,0.00208146,0.00185474,0.00269588,0.00403723,0,0.00255123,0.00174935,0.0054434,0.00288378,0.00231413,0.00251255,0.00196707,0.00367053,0.003196881,0.00327788,0,0.0023565,0.00320095,0.00305154,0.00252584,0.0029448,0.00239121,0.00306138,0.00311911,0.00264534,0.00322658
6.1.1.17:Glutamate--tRNA ligase,0.00185469,0.00088485,0,0.00243627,0.00168163,0.00169151,0.00114353,0.00191469,0.00396571,0.0037087,0.00191119,0.0011506,0.00195064,0,0,0.0011461,0.002823481,0.00190358,0,0.00174589,0.00175024,0.003402429,0.00246799,0.00226865,0.00208882,0.003341621,0.00231771,0.00267901,0.000984873
6.1.1.18:Glutamine--tRNA ligase,0.00137587,0.00317787,0,0.00238069,0.00412337,0.00207318,0.00167327,0.007043229,0.00133977,0.00415616,0.00550456,0.00192153,0.000660615,0.005312191,0.00509484,0.00233112,0,0.004130471,0,0.00245841,0.000647526,0.000527373,0.000537426,0,0,0,0,0,0.000509811
6.1.1.2:Tryptophan--tRNA ligase,0.00341954,0.00197472,0.00476265,0.00242116,0.00523783,0.00243893,0.00191242,0.00156781,0,0.00257059,0.00485594,0.00120122,0.00484088,0,0,0.00245301,0.002929451,0.006482671,0,0.00299012,0.00181251,0.00250146,0.0025117,0.00291854,0.00270986,0.00272688,0.00254064,0.00227237,0.00229052
6.1.1.20:Phenylalanine--tRNA ligase,0.00670561,0.00451189,0.00646708,0.00676227,0.0117042,0.00633954,0.005605471,0.012594799,0.006128081,0.00512705,0.00643711,0.018037798,0.00417063,0.007820382,0.00604039,0.007326871,0.004544251,0.010876101,0.002403799,0.007532299,0.006460431,0.005588629,0.007062321,0.007312449,0.003982179,0.010143202,0.0070604,0.00629627,0.00494139
6.1.1.21:Histidine--tRNA ligase,0.00146513,0.00205953,0,0.00291281,0.00290531,0.00256931,0.000913001,0,0.004725941,0.00133312,0,0,0.00340448,0,0.00164556,0.00185866,0.00194637,0.000745209,0,0.00171954,0.00322627,0.00349984,0.00222021,0.00301494,0.00347101,0.002665311,0.00312144,0.0029208,0.00274352
6.1.1.22:Asparagine--tRNA ligase,0.00295084,0.002988409,0.00675694,0.00214944,0.00287288,0.00251049,0.0028568,0.00379355,0.00229202,0.000710377,0.000853802,0.00238337,0.00151555,0,0.00215196,0.00119721,0,0.00274541,0,0.00279721,0.0025073,0.00179028,0.00253354,0.00134752,0.00221519,0.00194127,0.00201461,0.00195375,0.0016689
6.1.1.23:Aspartate--tRNA(Asn) ligase,0.000717235,0,0,0,0,0,0.000740993,0,0,0,0,0.000786496,0,0.00133837,0.00128351,0.00200416,0,0.000964724,0,0,0,0.000377672,0,0.000267304,0,0.000396693,0,0,0
6.1.1.3:Threonine--tRNA ligase,0.000957047,0.004519939,0.00222436,0.00471684,0.00643581,0.004506669,0.005503211,0.003966399,0.004708461,0.00484896,0.007861891,0.00354268,0.00613709,0.004349231,0.00684915,0.00151152,0.004859381,0.006154981,0.007914297,0.00460399,0.005207411,0.003625639,0.00447923,0.00292477,0.00317609,0.003661981,0.00315993,0.00403157,0.00287181
6.1.1.4:Leucine--tRNA ligase,0.00294551,0.00201391,0.00533412,0.00197904,0.00265525,0.00267942,0.003842831,0.00307438,0.00195682,0.000905023,0.00341969,0,0.00123673,0.000931661,0,0.00186436,0,0.000942755,0,0.00328939,0.0025997,0.0035661,0.00242434,0.004188399,0.00331031,0.004079141,0.00402091,0.00374302,0.00422636
6.1.1.5:Isoleucine--tRNA ligase,0.00301816,0.004230379,0.00216018,0.00178915,0.00215391,0.00401186,0.00323653,0.0019317,0.0013507,0.00196561,0.00105633,0.00251595,0.00333316,0.0022721,0.0018733,0.00216877,0,0.00140405,0,0.00325073,0.0022322,0.003595229,0.003432041,0.003654649,0.00416635,0.003896841,0.00389234,0.00354018,0.00281355
6.1.1.6:Lysine--tRNA ligase,0.000714979,0.00229451,0.00194206,0.00262613,0.00237255,0.0021314,0.00304746,0.00426394,0.004483921,0.00438002,0.0058785,0.00163405,0.00375625,0.005259851,0.00447546,0.004726001,0.005930912,0.004295681,0,0.00377173,0.00329425,0.003744459,0.00211923,0.00276925,0.00221204,0.003858711,0.00270494,0.00384806,0.00386127
6.1.1.7:Alanine--tRNA ligase,0.00188583,0.000998871,0.00471526,0.00293588,0.000631638,0.00328157,0.0024513,0,0.00178268,0.000945152,0.00246847,0.00300845,0.00141877,0,0,0,0.0020925,0.004507121,0,0.00241632,0.00219051,0.00273509,0.00230228,0.0021211,0.00198506,0.00213693,0.00211704,0.0024754,0.00159358
6.1.1.9:Valine--tRNA ligase,0.00193056,0.00106944,0,0.00216441,0.00200447,0.00120133,0.00163446,0.00402825,0.0016591,0,0.00117917,0,0.000799386,0,0,0.003548241,0,0,0.005416788,0.00256409,0.00170597,0.00226453,0.00234264,0.00236733,0.00301653,0.00151939,0.00205612,0.00278203,0.00314003
6.2.1.26:o-succinylbenzoate--CoA ligase,0.000758406,0,0.00154296,0.00028527,0,0.000703192,0,0,0,0,0.00179043,0.00207141,0.00100111,0,0,0,0.002243021,0.00303056,0.003416379,0.00045011,0,0.000176135,0.000463565,0.000254936,0,0,0,0.000207168,0
6.3.1.1:Aspartate--ammonia ligase,0.00285227,0.00244819,0.00255632,0.00452574,0.00466758,0.00202607,0.00404115,0,0.00231973,0.00332346,0.00427886,0.005678919,0.00199117,0.002853191,0,0.000976368,0,0.00171703,0.004032189,0.00262239,0.00253269,0.00240959,0.00328145,0.00218375,0.00299342,0.003452711,0.00305713,0.00246154,0.00257609
6.3.1.2:Glutamine synthetase,0.00281186,0.0024696,0,0.00328169,0.00278264,0.00356617,0.00165905,0.005589779,0.00362968,0.000679627,0.00106044,0.000805405,0.00222892,0.00227044,0,0,0,0.0039275,0,0.00211634,0.003502611,0.004136169,0.00269428,0.00354483,0.003708669,0.005351931,0.0029932,0.00350718,0.00454067
6.3.1.5:NAD(+) synthase,0.00148598,0.00144157,0.00267855,0.000319526,0.00188054,0.00255773,0.000877509,0,0.000473654,0,0.00352599,0.00234912,0.00123086,0,0,0,0.003495731,0.00211661,0,0.00114181,0.00104459,0.00113001,0.000772071,0.00166928,0.00145001,0.00117095,0.00125652,0.00124709,0.00069446
6.3.2.10:UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,0.00208723,0.00125347,0.00184386,0.000748522,0.00159756,0.00181079,0.000940419,0,0.0010251,0.000895785,0.00347382,0.00187639,0,0,0,0,0.002811881,0.00364919,0,0.0021078,0.000528318,0.00215693,0.00190532,0.00298804,0.00269272,0.00233832,0.00217594,0.0025781,0.00118395
6.3.2.17:Tetrahydrofolate synthase,0.000958303,0.000937888,0,0.00165404,0.000398282,0.00149936,0.000714779,0,0.00196354,0,0,0,0.000633002,0,0,0,0,0,0,0.000412672,0.000668092,0.00178046,0.00132153,0.00175674,0.00169529,0.00201484,0.00161747,0.00188522,0.00200272
6.3.2.4:D-alanine--D-alanine ligase,0.00360969,0.003589389,0.00430942,0.00299549,0.0035147,0.00300886,0.00202195,0,0.00384127,0.00267687,0.00342308,0.00120436,0.0032821,0.00144338,0,0.00128095,0,0.00348172,0,0.00394719,0.00174388,0.004180649,0.00402943,0.00356287,0.00321197,0.004039681,0.00385752,0.00466072,0.0032712
6.3.2.5:Phosphopantothenate--cysteine ligase (CTP),0.00221603,0.00091708,0.00492935,0.00195405,0.00129934,0.00125229,0,0,0.00185964,0.000588398,0.00105337,0.00203311,0,0,0,0.00111132,0,0.00169103,0.002716279,0.00127023,0.000508722,0.00206204,0.0018856,0.00193026,0.00189817,0.000757212,0.00248523,0.00223724,0.00273063
6.3.2.6:Phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.00707074,0.00193641,0.0101885,0.00262612,0.00201001,0.00227756,0.002622081,0.0063787,0.00197538,0.00253219,0.000684816,0.00338575,0.00210503,0.003370601,0.00159181,0.002695611,0.002536671,0.00211293,0,0.0027158,0.00138169,0.00189455,0.00162363,0.0014937,0.00260096,0.00117345,0.00149547,0.00164208,0.00218532
6.3.2.8:UDP-N-acetylmuramate--L-alanine ligase,0.000818495,0.0016674,0,0.0027467,0.00252021,0.00247103,0.000982265,0,0.00164825,0.000616896,0.00223169,0.0014227,0.00209948,0,0,0.000757583,0.00132295,0.00327139,0,0.00143305,0.00173577,0.00259883,0.002814861,0.00247203,0.00273334,0.003468121,0.0021596,0.00204211,0.00134788
6.3.4.13:Phosphoribosylamine--glycine ligase,0.00161271,0.003552669,0,0.00261605,0.00329352,0.00145342,0.00372403,0.00152256,0.00177406,0.000867404,0,0,0.00225879,0.00223793,0.0014344,0.00277244,0,0,0.007433088,0.00277188,0.00250481,0.00266698,0.00210269,0.00171766,0.00158495,0.002550051,0.00250658,0.00192874,0.00192532
6.3.4.2:CTP synthase (glutamine hydrolyzing),0.004333009,0.00324353,0.00261327,0.00219756,0.00329495,0.00235576,0.003594591,0,0.00117644,0.00188711,0.00283912,0.00286697,0.00344339,0.00191655,0.00486954,0.00437521,0,0.00352045,0.005692108,0.0019857,0.00139836,0.00202461,0.00256107,0.00257617,0.0017177,0.00284865,0.00251245,0.00297467,0.00265427
6.3.4.21:Nicotinate phosphoribosyltransferase,0.00416022,0.00132863,0.00225318,0.00272042,0.00304562,0.0022302,0.00327188,0.00503758,0.00203201,0.000944723,0.00129111,0.00233338,0.00134349,0.003189291,0.0021442,0.000920865,0.006952282,0.00336039,0.003532669,0.00343011,0.00286706,0.003533179,0.00290149,0.00261607,0.00347836,0.003399071,0.00301762,0.00330943,0.00265648
6.3.4.3:Formate--tetrahydrofolate ligase,0.000409537,0,0,0.00220922,0.00237991,0.00265949,0.00169807,0,0.00259958,0.00414272,0.00382003,0.004960609,0,0,0.00436656,0,0,0.00238753,0,0.00175969,0.00215088,0.00259034,0.003036611,0.00355185,0.00272709,0.003393961,0.00310475,0.00361355,0.00233976
6.3.4.4:Adenylosuccinate synthase,0.00319193,0.00291179,0.00594223,0.00409685,0.00417715,0.0050446,0.00375319,0.0063807,0.003803371,0.00236577,0.00553684,0.00223932,0.00266064,0.004151801,0.00396568,0.005490011,0.002169371,0.004881651,0,0.00277632,0.00374718,0.004178129,0.00323476,0.00417802,0.00451193,0.004473711,0.00413982,0.00415566,0.00349142
6.3.4.5:Argininosuccinate synthase,0.00308086,0.005176359,0.00200095,0.00203901,0.00198714,0.0016535,0.00131808,0.00277521,0.00212318,0.0043202,0.00307254,0.005722529,0.00394807,0.005395741,0.0026826,0.005035921,0.009813952,0.00198953,0.002962359,0.00191082,0.00384564,0.00137048,0.00202372,0.00159892,0.00263784,0.002405701,0.000805004,0.00154941,0.00156768
6.3.4.6:Urea carboxylase,0.0021246,0.00424167,0,0.000273238,0,0.000708542,0.00221091,0.00259962,0,0.0048285,0,0.00227663,0.00308695,0.006016011,0.00775271,0.00295699,0,0,0,0.00083567,0.00291591,0,0.000427583,0.000242548,0.000326633,0.00016483,0,0,0.000642523
6.3.5.2:GMP synthase (glutamine-hydrolyzing),0.004961689,0.003800389,0.009862861,0.00430584,0.00550654,0.00440979,0.005286441,0.00201238,0.0026816,0.004272279,0.00771707,0.006461659,0.00917697,0.002749281,0.00738213,0.00400978,0.00177182,0.004912711,0.003544569,0.00410165,0.005809291,0.00287433,0.004317041,0.003744199,0.00314344,0.00265493,0.00418825,0.00366909,0.0039203
6.3.5.3:Phosphoribosylformylglycinamidine synthase,0.000579704,0.000598686,0,0.000907974,0.000437295,0.00209694,0.000942264,0.00129846,0,0,0.0073992,0.00414507,0,0,0.00122477,0,0.003360191,0.000919793,0,0.00111853,0.00234412,0.000191372,0.000541542,0.000264052,0,0.000788075,0.000451641,0.000540034,0
6.3.5.5:Carbamoyl-phosphate synthase (glutamine-hydrolyzing),0.00796768,0.00364971,0.00236829,0.00593076,0.00438943,0.00616951,0.006196601,0.0126094,0.006238951,0.011748299,0.00710011,0.005957029,0.00824078,0.007182611,0.00999584,0.006976671,0.005826332,0.0060719,0.016707394,0.00418872,0.005009291,0.006142799,0.005451231,0.00494643,0.00332231,0.007774372,0.00587434,0.00580478,0.00345401
6.3.5.7:Glutaminyl-tRNA synthase (glutamine-hydrolyzing),0.00155055,0.00270182,0,0.00130828,0.00151448,0.00146109,0.00129982,0,0.00211671,0,0.0041085,0.0015267,0.00158238,0.000804082,0,0,0.002400801,0.00128322,0,0.00134705,0.000651402,0.00245819,0.00160244,0.0021975,0.00148727,0.002890341,0.00217363,0.00184288,0.000841984
6.4.1.1:Pyruvate carboxylase,0.000860592,0,0,0,0,0,0,0,0,0,0,0.00172037,0,0,0,0,0.00201084,0.00118284,0,0,0,0,0.000516634,0.000255859,0,0,0,0,0
6.5.1.2:DNA ligase (NAD(+)),0.00100111,0.00330441,0,0.00235865,0.00180121,0.00166065,0.00179007,0,0.00139451,0.00183859,0.00286833,0,0.00181975,0,0,0.00166994,0,0.00224757,0.002164399,0.00206948,0.00254683,0.003736519,0.00211207,0.00305867,0.00336822,0.00200985,0.00334024,0.00306863,0.00325889
7.1.1.2:NADH:ubiquinone reductase (H(+)-translocating),0.000239296,0.000592703,0,0,0,0,0,0,0.000253402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1.2.2:H(+)-transporting two-sector ATPase,0.005608589,0.00565302,0.00736256,0.00522759,0.00456508,0.00609538,0.008378091,0.011581399,0.007835031,0.00495804,0.00684891,0.004511999,0.00662054,0.009355502,0.0109074,0.005966411,0.004416521,0.009593211,0.005979698,0.00575945,0.006131611,0.005077819,0.006315891,0.005674949,0.004512029,0.006164861,0.0041462,0.00502264,0.004148221
