Name,1182_M-BL_CP04543-B,1156_M-BL_CP04543-B,1178_M-BL_CP04543-B,1164_M-BL_CP04543-B,1160_M-BL_CP04543-B,1184_M-BL_CP04543-B,1180_M-BL_CP04543-B,1174_M-BL_CP04543-B,1168_M-BL_CP04543-B,1136_F-BL_CP04543-B,1150_F-BL_CP04543-B,1138_F-BL_CP04543-B,1140_F-BL_CP04543-B,1152_F-BL_CP04543-B,1148_F-BL_CP04543-B,1170_M-BL_CP04543-B,1142_F-BL_CP04543-B,1154_F-BL_CP04543-B,1146_F-BL_CP04543-B,1144_F-BL_CP04543-B
2.7.1.39:Homoserine kinase,0.00101521,0,0.00194728,0.000761627,0.000855175,0,0,0.0014492,0,0.000509935,0,0,0.0007568,0.00069821,0,0.000382727,0.00177338,0.000517506,0,0.00168
2.7.1.40:Pyruvate kinase,0.00295951,0.0038825,0.00218292,0.00244822,0.00352885,0.00329627,0.003262161,0.00326185,0.00241492,0.00265877,0.00350456,0.00226433,0.00342619,0.003012939,0,0.00314819,0.003423331,0.00260337,0.000777456,0.002865939
2.7.1.48:Uridine kinase,0.00314222,0.00322827,0.00128498,0.00284124,0.00248678,0.00169896,0.00147879,0.00219469,0.00196172,0.0023945,0.00166052,0.000811846,0.00238729,0.003588439,0.00135534,0.00185142,0.00335002,0.00259753,0.00141409,0.003873819
2.7.1.49:Hydroxymethylpyrimidine kinase,0.000483762,0.000147563,0.000697283,0.000515796,0,0.000626635,0,0,0,0,0,0,0.000552972,0,0,0,0,0.000413482,0,0.000317686
2.7.1.50:Hydroxyethylthiazole kinase,0.000617249,0,0,0.000408489,0,0,0,0.000269058,0.00159177,0.0006266,0.000870899,0,0,0,0.00081881,0,0,0.00052784,0,0.000483662
2.7.1.6:Galactokinase,0.00117353,0.000331794,0.000766883,0.00111826,0.00166451,0,0,0.00173078,0.000573843,0.000756195,0,0,0.00148433,0.0013972,0,0.000821411,0.00190561,0.000756601,0.00196324,0.000465366
2.7.1.69:2.7.1.208,0.004834931,0.00645329,0.00761052,0.00260218,0.00717524,0.0018934,0,0.00311823,0.010193801,0.00215824,0.00762172,0.0028435,0.00668256,0.000434212,0.00144108,0.00445275,0.010099402,0.00796914,0,0.005360359
2.7.1.71:Shikimate kinase,0.00290118,0.00320927,0.00290381,0.00167167,0.00368205,0.0021353,0.003058,0.000929068,0.00211416,0.00144037,0.00169913,0.00213179,0.00115853,0.00227096,0.00269399,0.004374169,0.00207467,0.00213153,0.00222242,0.00173337
2.7.1.76:Deoxyadenosine kinase,0.000457115,0.000831365,0.000692862,0,0,0.000456774,0,0.000368121,0.00186089,0,0.00152438,0,0.000489446,0,0,0.000782844,0.00265556,0.00126666,0,0.000281401
2.7.1.90:Diphosphate--fructose-6-phosphate 1-phosphotransferase,0.00211393,0.00481903,0.00494013,0.00279537,0.0032662,0.007164569,0.004137271,0.00155418,0.00242476,0.004207329,0.00435947,0.00309545,0.00402323,0.00329861,0.0061306,0.005295129,0.004793561,0.00325174,0.00372962,0.002435399
2.7.10.1:Receptor protein-tyrosine kinase,0.000553696,0.0002359,0,0,0,0,0,0,0,0,0,0,0.000496497,0,0,0,0,0.000366043,0,0
2.7.11.1:Non-specific serine/threonine protein kinase,0.000329426,0.000243469,0,0.000712435,0.00064816,0,0.000492938,0.000544877,0.00121319,0.000383326,0.00101876,0.00125623,0.000723566,0,0.00101644,0.00139933,0.00100583,0.000519686,0.00148141,0.000227752
2.7.13.3:Histidine kinase,0.011091001,0.013330099,0.00811057,0.008222219,0.023947498,0.007895549,0.016071603,0.009822268,0.012770701,0.034721795,0.025186097,0.0315504,0.00940506,0.016700497,0.037337303,0.015515498,0.011794701,0.0116172,0.025787696,0.008709638
2.7.2.1:Acetate kinase,0.00351558,0.003658,0.00458065,0.00255789,0.00271078,0.00180727,0.003703961,0.007522079,0.00195851,0.00505658,0.00358726,0.00237398,0.00420038,0.003165139,0.0033288,0.00190236,0.007044711,0.0041287,0.00320108,0.004547139
2.7.2.11:Glutamate 5-kinase,0.00206242,0.00117301,0.00290848,0.00165921,0.00161103,0.00188675,0.00128487,0.00236256,0.00148844,0.00157294,0.000725689,0.00374156,0.00207703,0.00161652,0.00109093,0.0017095,0.00188603,0.00119655,0.00040383,0.003096429
2.7.2.3:Phosphoglycerate kinase,0.004883631,0.00643335,0.00756027,0.006581409,0.00397575,0.006372369,0.006986441,0.003736389,0.00635355,0.006003249,0.00526088,0.00548177,0.00492826,0.005351239,0.00680557,0.006724099,0.00473485,0.00622825,0.007616409,0.004042189
2.7.2.4:Aspartate kinase,0.00142507,0.00024599,0.0019407,0.00111237,0.00214173,0,0.00159807,0.00160494,0.00183142,0.00234044,0.00206255,0.00295399,0.000769003,0.000611003,0,0.00182719,0.00223749,0.000787963,0.002530409,0.002223399
2.7.2.7:Butyrate kinase,0.000574674,0.00154088,0,0,0.00172614,0.00111579,0.002102091,0,0.000616645,0.00225485,0.00186225,0.00290607,0,0.000925861,0.00961164,0.00170584,0,0.00144059,0.00267937,0.000273812
2.7.2.8:Acetylglutamate kinase,0.00221672,0.00259985,0.00167026,0.00166298,0.00247117,0.00417904,0.006933182,0.0010677,0.0032941,0.004507589,0.00206853,0.00312309,0.00261629,0.0021555,0.0018527,0.00190473,0.00108308,0.00258697,0.00458798,0.00166842
2.7.3.9:Phosphoenolpyruvate--protein phosphotransferase,0.00160504,0.00179525,0.000761791,0.000830289,0.00190975,0.000531453,0.00119784,0.0028194,0.00130694,0.00242311,0.00226208,0.000746987,0.00235532,0.00143504,0.00234676,0.00191196,0.00356193,0.00223109,0.00125201,0.002208509
2.7.4.1:Polyphosphate kinase,0.000774944,0.000991588,0,0.000465051,0.00104185,0,0.00142341,0.000289328,0.000355917,0.00128487,0.00137032,0.00171417,0,0.000684929,0.00146615,0.000520642,0,0.000466305,0.000678799,0
2.7.4.16:Thiamine-phosphate kinase,0.003535111,0.00234126,0,0.00301581,0.00177747,0.00290601,0.000640553,0.00214106,0.00263028,0.00184145,0.000410181,0,0.00157341,0.00128765,0.00127035,0.00121537,0.00149973,0.00148008,0.000719194,0.00170833
2.7.4.22:UMP kinase,0.00399961,0.00302308,0.00242011,0.00310259,0.00145374,0.005231939,0.003452571,0.00391545,0.00403724,0.002773399,0.00181545,0.0029147,0.00361569,0.003075569,0.00171471,0.00429908,0.00272448,0.00460616,0.005214749,0.004093509
2.7.4.25:(d)CMP kinase,0.0020929,0.00176001,0.000647921,0.00101984,0,0.00251758,0.000419928,0.00184172,0.00287041,0.00048891,0.00175921,0.00185718,0.000882417,0.00159674,0.00101797,0.00161766,0.0013776,0.00187219,0.000996141,0.0017256
2.7.4.3:Adenylate kinase,0.00178372,0.00147261,0.000703935,0.000749269,0.00238192,0.002545889,0.003037601,0.002990139,0.00293898,0.00200807,0.00191677,0.00272064,0.00119198,0.000541695,0.006274791,0.00247118,0.003654811,0.00110818,0.005438299,0.00170675
2.7.4.7:Phosphooxymethylpyrimidine kinase,0.000483762,0.000147563,0.000697283,0.000515796,0,0.000626635,0,0,0,0,0,0,0.000552972,0,0,0,0,0.000413482,0,0.000317686
2.7.4.8:Guanylate kinase,0.00117255,0.000814138,0.00137633,0.00108415,0.00150761,0.00197161,0.000627023,0.00201949,0.00199366,0.00185413,0.00118574,0.000934574,0.0013798,0.0013478,0,0.00157704,0,0.00175973,0.000474686,0.00156221
2.7.4.9:dTMP kinase,0.000242568,0.000461225,0.00253315,0,0,0,0,0.00108267,0.000929343,0.000303157,0.000947635,0,0.000770833,0,0,0.000735317,0.000514675,0.000356995,0,0.00068994
2.7.6.1:Ribose-phosphate diphosphokinase,0.00443659,0.00324188,0.00546076,0.00459416,0.00403402,0.0060822,0.004619351,0.005363439,0.007503561,0.00227801,0.00323969,0.00288281,0.006680991,0.007564949,0,0.007088549,0.004741701,0.00600517,0.00138777,0.005180059
2.7.6.5:GTP diphosphokinase,0.000840671,0.000217849,0.000536928,0,0.00067998,0,0,0.000187656,0.000336584,0,0.000534551,0,0.0002613,0,0,0.000266199,0.000596339,0.00085266,0,0.000472961
2.7.7.12:UDP-glucose--hexose-1-phosphate uridylyltransferase,0.00112092,0.000431279,0,0,0.00102192,0,0.000363558,0.0011109,0.000382831,0.00156925,0.00225957,0.00257294,0.000877675,0,0.000953647,0.000810901,0.0019896,0.00163349,0.00183917,0.000339415
2.7.7.18:Nicotinate-nucleotide adenylyltransferase,0.00193756,0.000624861,0.000726524,0.000617189,0.00154197,0.000772718,0.00111778,0.00315285,0.00192463,0.00112565,0.00256669,0.000379657,0.00160421,0.00128994,0,0.00095505,0.0028637,0.00154559,0.000977527,0.00177379
2.7.7.2:FAD synthase,0.00273087,0.00198951,0,0.00228799,0.00180026,0.00262377,0.00182317,0.00200673,0.00200497,0.00198906,0.000959414,0.00136615,0.00131588,0.00137782,0.00123273,0.00291121,0.00242592,0.00268968,0.00114867,0.00144216
2.7.7.23:UDP-N-acetylglucosamine diphosphorylase,0.000811306,0.000474835,0.00157744,0.000690763,0.000343209,0,0,0.00164078,0.000384449,0,0.00147729,0,0.00110215,0,0,0.00140547,0.00164839,0.000396993,0,0.000545996
2.7.7.24:Glucose-1-phosphate thymidylyltransferase,0.00400835,0.00466586,0.00560528,0.005403869,0.00160725,0.005463679,0.00394713,0.00289278,0.00270166,0.00378831,0.00263905,0.00544718,0.00425339,0.006749239,0.00342369,0.004449579,0.00269887,0.00453078,0.00463271,0.00439747
2.7.7.27:Glucose-1-phosphate adenylyltransferase,0.00175474,0.002924,0,0.00108973,0.00601811,0,0.005860521,0.00175506,0.00104609,0.00424708,0.00360178,0.00815347,0.000629037,0.002871689,0.0090306,0.00253413,0.00131092,0.00135144,0.006814229,0.000493696
2.7.7.3:Pantetheine-phosphate adenylyltransferase,0.00311797,0,0.00460917,0.000968657,0.00246523,0.00170037,0.00174383,0.00272394,0.00156301,0.003668709,0.00070537,0.00256289,0.0016369,0.002907939,0.00419742,0.00108108,0.00192319,0.00128461,0.00160445,0.00156016
2.7.7.40:D-ribitol-5-phosphate cytidylyltransferase,0.000981422,0.000338176,0.00111795,0.00126435,0.000766405,0.000923035,0,0.000497543,0.000755181,0.000718516,0,0.000724604,0.000582636,0.000981648,0,0.00092383,0,0,0,0.000827138
2.7.7.41:Phosphatidate cytidylyltransferase,0.00267471,0.00156707,0.00413811,0.00208653,0.00123704,0.00237433,0.0013113,0.003966149,0.00198853,0.00241996,0.00247961,0.00276399,0.00289149,0.002529199,0,0.00198081,0.003762071,0.0017239,0.00226642,0.00233156
2.7.7.49:RNA-directed DNA polymerase,0.00225786,0.00159299,0.00258952,0.00123964,0.00132215,0.00256568,0.005599641,0.00189645,0.000984654,0.004806299,0.00154981,0.00243797,0.00343514,0.005443409,0.00946937,0.00152113,0.00252958,0.00227032,0.00370036,0.00207478
2.7.7.6:DNA-directed RNA polymerase,0.014461502,0.0234937,0.0272479,0.021398397,0.023695698,0.020938298,0.022228805,0.014977498,0.023995601,0.021514298,0.021849198,0.0216843,0.015430201,0.022085397,0.022979802,0.023880096,0.015530102,0.0230357,0.025754696,0.015979398
2.7.7.60:2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.000889902,0.00213222,0.00191917,0.00220951,0.00204544,0.00235844,0.0021155,0.000729362,0.00142977,0.0014376,0.00058375,0,0.000746375,0.0023856,0.00259461,0.00152153,0.00149605,0.0017905,0.000667043,0.00215548
2.7.7.62:Adenosylcobinamide-phosphate guanylyltransferase,0.00030468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264505,0,0,0,0
2.7.7.7:DNA-directed DNA polymerase,0.011377001,0.011999,0.00527925,0.008122839,0.010080799,0.009802379,0.016971603,0.011539098,0.009200821,0.010395299,0.0107299,0.010013,0.009855621,0.009410018,0.008889191,0.011416199,0.011516301,0.010298099,0.007775839,0.008658248
2.7.7.72:CCA tRNA nucleotidyltransferase,0.0030099,0.00230229,0.00117671,0.00213287,0.00248919,0.00135067,0.00234688,0.00332755,0.00194044,0.00224682,0.00198497,0.00293269,0.00266327,0.00199282,0.00347362,0.00168025,0.003551211,0.00215857,0.00176428,0.00232125
2.7.7.8:Polyribonucleotide nucleotidyltransferase,0.00410714,0.00554722,0.00527275,0.006136359,0.00613788,0.007488959,0.009033762,0.00297535,0.00568838,0.004242019,0.00371172,0.00571182,0.00360083,0.006968919,0.00454128,0.005978339,0.003051101,0.00450528,0.006019809,0.004433269
2.7.7.85:Diadenylate cyclase,0.00311727,0.00298129,0.00364705,0.00275292,0.00278148,0.003150879,0.00162028,0.004073939,0.00452777,0.00257088,0.00356984,0.00484155,0.00492482,0.003585929,0.00250013,0.003808209,0.00315399,0.00511216,0.00229434,0.003770369
2.7.7.87:L-threonylcarbamoyladenylate synthase,0.00189534,0.000937951,0.00153202,0,0,0,0.00110401,0.003103459,0.000718091,0.00121651,0.00134571,0,0.00230029,0.000755206,0,0.000434262,0.00213065,0.00119795,0.000560222,0.000913237
2.7.7.9:UTP--glucose-1-phosphate uridylyltransferase,0.00139891,0.000528327,0.000749255,0,0.000452045,0.00112296,0,0.0019015,0.000643713,0.00042238,0.00189418,0.000340781,0.00102428,0,0,0.00035809,0.00044788,0.00276728,0.000377586,0.000527298
2.7.8.13:Phospho-N-acetylmuramoyl-pentapeptide-transferase,0.00304901,0.0022504,0.00221187,0.00196991,0.00289556,0.003762519,0.00182159,0.00312553,0.00193943,0.00146915,0.000769414,0,0.00333579,0,0,0.00243103,0.003071611,0.00156547,0.000866389,0.00132914
2.7.8.26:Adenosylcobinamide-GDP ribazoletransferase,0.00078633,0.00102827,0.000547932,0.00078354,0.000780435,0.000589173,0.000338444,0.00085561,0.000635039,0.00124421,0.000417471,0.000723857,0.00129205,0,0,0.00203912,0.000659421,0.000363753,0.000699031,0.000777778
2.7.8.5:CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase,0.00011219,0,0.00041925,0.000347074,0,0,0,0,0.000356581,0.000350099,0.000452921,0.000309457,0.000759913,0,0,0,0,0,0,0.000269939
2.7.8.7:Holo-[acyl-carrier-protein] synthase,0.000270959,0.00119234,0,0,0.00165044,0.000402581,0,0.00155063,0.00116649,0,0.000889336,0,0.00227859,0,0.00336312,0,0.00121775,0.00177062,0.00100704,0.000883734
"2.7.9.1:Pyruvate, phosphate dikinase",0.00332342,0.00425527,0.00515423,0.005888579,0.00501089,0.00527647,0.006809271,0.00167855,0.00327504,0.00370662,0.00532248,0.00551121,0.00487629,0.006567769,0.007824371,0.007477179,0.003746851,0.00379566,0.00462504,0.005708779
"2.7.9.2:Pyruvate, water dikinase",0.000229627,0.00017738,0.000932283,0,0,0.000513731,0,0,0,0,0.000474175,0,0.000332079,0,0,0,0,0.000318625,0,0
2.8.1.10:Thiazole synthase,0.00166336,0.00276167,0.00441544,0.00490535,0.00210043,0.003932199,0.00170922,0.0017989,0.00387624,0.000659939,0.00150614,0.00238128,0.00306483,0.003620779,0.00131988,0.00350957,0.00105242,0.00128011,0.000455259,0.0017706
2.8.1.12:Molybdopterin synthase,0.000140426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8.1.13:tRNA-uridine 2-sulfurtransferase,0.00180229,0.00190561,0.00174147,0.000499939,0.000419406,0.00125694,0.00114879,0.00222954,0.00129882,0.00063437,0.00220792,0.0018983,0.00225954,0,0.00122338,0.0015188,0.00284406,0.00290335,0.00302192,0.00118374
2.8.1.4:tRNA uracil 4-sulfurtransferase,0.00109149,0.0011234,0,0,0.00165456,0,0.002367621,0.00073418,0.00157565,0.00186863,0.00234033,0.00141209,0.000278446,0.00101413,0,0.0011972,0.000459368,0.000282424,0.00221069,0.000177988
2.8.1.7:Cysteine desulfurase,0.00358317,0.00328714,0.000822355,0.00299631,0.00261676,0.00280407,0.00142927,0.003716639,0.00155917,0.00186714,0.00341183,0.00241237,0.00278785,0.00213327,0.00135264,0.00290641,0.00250278,0.00315385,0.00189117,0.005400939
2.8.3.16:Formyl-CoA transferase,0.00126667,0.000884126,0.00138902,0.000478241,0.000776082,0.000563914,0.000631449,0.00190439,0.000904126,0,0.000898255,0,0.000986611,0.00075201,0,0.00072215,0.00108398,0.000709645,0,0.000731412
2.8.4.4:[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase,0.000819268,0.000255443,0,0.00122482,0.000422285,0,0.00093545,0.000426878,0.00159584,0.000980947,0.000902159,0.00182182,0.000879653,0.00143716,0,0.000814329,0.000438467,0,0.0010276,0.000539829
3.1.1.1:Carboxylesterase,0.000275631,0,0,0,0.000351642,0,0,0,0,0,0,0.000383398,0.000314309,0,0,0,0.000632309,0.000434925,0.000335809,0.000382581
3.1.1.11:Pectinesterase,0.00276949,0.00216502,0.00138648,0.00334717,0.000694045,0.004355419,0.00168484,0.00164279,0.00172756,0.00174594,0,0.00089664,0.00196261,0.00264776,0,0.00253269,0.00189214,0.000512426,0.000705262,0.00156946
3.1.1.29:Aminoacyl-tRNA hydrolase,0.00176665,0.00205,0.00186118,0.00293868,0.00267238,0.00246759,0.0015886,0.00294746,0.00177788,0.003349639,0.000897255,0.00181186,0.00281845,0.00120065,0,0.00260842,0.00176295,0.00181506,0,0.00300954
3.1.1.31:6-phosphogluconolactonase,0.000175598,0,0,0,0,0,0,0,0,0,0,0,0.000300389,0,0,0,0,0.000216396,0,0
3.1.1.61:Protein-glutamate methylesterase,0.000235507,0.00154632,0,0,0.0013737,0.000351453,0.002632041,0,0.00124745,0.00187024,0.00190349,0.00335766,0,0.00084707,0.00414912,0.000370777,0,0.00179995,0.000977667,0
3.1.1.96:D-aminoacyl-tRNA deacylase,0.00281678,0.000916168,0,0.0027149,0.00147261,0.00258056,0.00129501,0.00263009,0.0020957,0.000890136,0.00277209,0.00138488,0.00139392,0.00205484,0.00279499,0.000937515,0.00249341,0.00079645,0.00248831,0.00139079
3.1.11.2:Exodeoxyribonuclease III,0.000406237,0.000219088,0,0,0,0,0.000460513,0.000429008,0.000399808,0,0.00168855,0.000356922,0.00104979,0,0,0,0.000785847,0,0,0.000762455
3.1.11.6:Exodeoxyribonuclease VII,0.004192911,0.00317698,0.00146515,0.00332102,0.00537694,0.005923009,0.004148621,0.00325279,0.003921,0.003944399,0.0054488,0.0041686,0.00316752,0.003057659,0.005799931,0.00277786,0.00413113,0.00261055,0.00208081,0.003681239
3.1.13.1:Exoribonuclease II,0.00238789,0.0030405,0.00267216,0.00206394,0.00145247,0.003050159,0.0016819,0.00365451,0.00218681,0.00198846,0.00295796,0.00156065,0.0030399,0.00266812,0,0.00321529,0.00250372,0.00282456,0.000860681,0.00275323
3.1.21.2:Deoxyribonuclease IV,0.000235061,0.000368728,0,0,0.00139243,0.000521353,0,0.000655581,0.00023824,0,0.00096864,0.000902782,0,0.000427909,0.00162026,0,0,0.00105628,0,0.000327233
3.1.21.3:Type I site-specific deoxyribonuclease,0.00024213,0.000970467,0.000804741,0.00226753,0.00118061,0.00123632,0,0.000575334,0.000362953,0.00177729,0.000740761,0.00121205,0.001418,0.00187204,0,0.00126864,0.00188969,0.00107286,0.000463487,0.0013118
3.1.22.4:Crossover junction endodeoxyribonuclease,0.00165392,0.000941337,0.00206863,0.00240799,0.00131205,0.00325835,0.005477501,0.003427639,0.00174253,0.00419327,0.00352146,0.00383384,0.00270777,0.00346632,0.00805164,0.00285398,0.00328569,0.000529019,0.005218069,0.00221685
3.1.26.11:Ribonuclease Z,0.000480544,0.00266774,0.00126734,0.000704672,0.00204185,0.000557635,0.00214641,0.000785846,0.00192361,0.00225408,0.00266282,0.00171107,0.001821,0.00108717,0.00279067,0.00156698,0.000620386,0.0026907,0.00266928,0.00081252
3.1.26.3:Ribonuclease III,0.00265628,0.00232281,0.00207172,0.00274792,0.00190937,0.0015471,0.00159561,0.00216335,0.00278437,0.00184165,0.00272438,0.0015031,0.00211627,0.00128119,0,0.003084379,0.00228394,0.00228329,0.00138219,0.00229022
3.1.26.4:Ribonuclease H,0.00280082,0.00215865,0.00255391,0.000872076,0.00187608,0.00222071,0.00155037,0.00246347,0.00338538,0.004623319,0.00400669,0.00118276,0.00294483,0.00161142,0.0019812,0.0012731,0.0025722,0.00253112,0.00225411,0.00226152
3.1.26.5:Ribonuclease P,0.00129304,0.000862159,0.00103345,0.00152049,0.00141139,0.00183232,0.00205209,0.00403566,0.00220473,0.00293558,0.004698259,0.00130509,0.00316023,0.00226805,0,0.0035232,0.00309754,0.00201634,0.003530659,0.003313239
3.1.26.8:Ribonuclease M5,0.00100648,0.000537133,0,0.000852401,0.000686913,0,0,0.00154272,0.000325807,0.000452427,0.000765097,0,0.000993531,0,0,0,0.00203355,0.000910446,0,0.000269532
3.1.3.11:Fructose-bisphosphatase,0.0012897,0.000959652,0.00211859,0.00136846,0.00145839,0.00184939,0.0011446,0.000926547,0.00171225,0.0011106,0.00073947,0,0.00098412,0.00207681,0,0.00125309,0.00158706,0.00107026,0.00063239,0.00075541
3.1.3.15:Histidinol-phosphatase,0.000730626,0.00122473,0.0011532,0.000944907,0.000441481,0.00147944,0.00128217,0.000949339,0.00107865,0.000592437,0,0.000747894,0.000959761,0.000885155,0,0.00206894,0.0012752,0.00109087,0.000557282,0.00221461
3.1.3.16:Protein-serine/threonine phosphatase,0.000162952,0,0,0,0,0,0,0,0.000587121,0,0,0,0,0,0,0,0,0,0,0
3.1.3.2:Acid phosphatase,0.000853196,0.00110731,0.00476856,0.00201254,0.000882002,0.00172716,0.000673836,0.00136515,0.000473183,0.000760376,0.000373568,0,0.000484734,0.00112726,0,0.00106631,0,0,0,0.000319137
3.1.3.23:Sugar-phosphatase,0.000339547,0,0,0,0.000606988,0.000800621,0,0.000302184,0.000371593,0,0.00078665,0,0.000220933,0,0,0.000400152,0.00162898,0,0,0
3.1.3.25:Inositol-phosphate phosphatase,0.00195705,0.00119509,0.00163073,0.00161141,0.0019631,0.00208475,0.000623895,0.00147997,0.00181857,0.00191991,0.000458182,0.00152684,0.000709231,0.002788319,0.00111508,0.000588939,0.00173107,0.000577184,0.00145615,0.00132418
3.1.3.48:Protein-tyrosine-phosphatase,0.000782523,0.000270977,0,0.000704176,0.00107641,0,0,0.00162756,0.000561794,0,0.000624671,0,0.000533053,0,0,0,0,0,0,0.000321403
3.1.3.5:5'-nucleotidase,0.000479813,0.000367383,0.000814635,0.000387974,0.000426289,0.000520443,0.000463492,0.000405767,0.000841481,0,0.000617048,0.00101556,0.000885915,0,0,0.000535476,0.000464874,0,0,0.000548051
3.1.3.73:Adenosylcobalamin/alpha-ribazole phosphatase,0.00034607,0.000296022,0,0,0.000558934,0,0,0.000640279,0.000714497,0.000313134,0.000809028,0,0.000450354,0,0,0,0.000659314,0,0,0.000361332
3.1.4.1:Phosphodiesterase I,0.000163163,0,0,0,0,0,0,0,0,0,0.000332611,0,0,0,0,0,0,0,0,0
3.1.4.46:Glycerophosphodiester phosphodiesterase,0.000280615,0,0,0,0,0,0,0,0,0,0.000242353,0,0.000263192,0,0,0,0,0,0,0
"3.2.1.10:Oligo-1,6-glucosidase",0.000618981,0,0,0,0,0,0,0.000600631,0.000910105,0,0.000458243,0,0,0,0,0,0,0.000521247,0.000156124,0.000238645
3.2.1.17:Lysozyme,0.00193766,0.00297372,0.00404637,0.00147538,0.00196324,0.00189254,0.00142581,0.00229343,0.00254776,0.00140102,0.00228021,0.000310007,0.00350316,0.00199649,0.00231684,0.00320183,0.004412941,0.00445933,0.00229591,0.002756269
3.2.1.20:Alpha-glucosidase,0.000362614,0.000378774,0.000784739,0,0.000752425,0,0,0.000483877,0.00113172,0,0.000435259,0,0.000521499,0,0,0.000744339,0.00146296,0.000811968,0,0.000579219
3.2.1.22:Alpha-galactosidase,0.000990052,0.00235795,0.000749835,0.000423395,0.00363387,0,0.00238256,0.00182577,0.000384204,0.00214488,0.00285864,0.00240581,0.00112767,0,0.0036247,0.00134746,0.00201982,0.000768686,0.00384709,0.000372957
3.2.1.23:Beta-galactosidase,0.003898551,0.00324946,0.00229865,0.00293623,0.00395958,0.00313502,0.00218764,0.004263509,0.00343782,0.006473959,0.00447256,0.00399589,0.00252492,0.002868909,0.0020965,0.00255551,0.00381481,0.00258913,0.00188158,0.00253627
3.2.1.26:Beta-fructofuranosidase,0.00158109,0.00141023,0.0024117,0.00183205,0.00270899,0,0,0.002656,0.00106783,0.00343805,0.00223961,0.00232576,0.00199079,0.000487103,0.00110141,0.00143547,0.00124953,0.00280941,0.00105652,0.00177207
3.2.1.31:Beta-glucuronidase,0.000993955,0.000389839,0.000147979,0.000530592,0.000648969,0,0.000386146,0.000604756,0.000184156,0.0017341,0.000789322,0.000800567,0.000570531,0,0.00289314,0.000283082,0.000317659,0.000614417,0.00075414,0
"3.2.1.70:Glucan 1,6-alpha-glucosidase",0.000290443,0.000339604,0,0,0.000924617,0,0,0,0.000453277,0.000324302,0.000696464,0,0.000530409,0,0,0,0.000731757,0.000493286,0,0.000539281
"3.2.1.8:Endo-1,4-beta-xylanase",0.00312601,0.00255338,0.00315558,0.00246258,0.00182185,0.00238056,0.00202447,0.00245937,0.00255918,0.00133042,0.000910297,0.000676635,0.00198561,0.00232402,0,0.00288343,0.00231809,0.00164138,0,0.003168189
3.2.1.85:6-phospho-beta-galactosidase,0.000249464,0,0,0,0,0,0,0,0.000421319,0,0,0,0,0,0,0,0,0,0,0
3.2.1.86:6-phospho-beta-glucosidase,0.000855277,0.00134526,0.000892398,0,0.00196867,0,0,0.00124219,0.00228874,0,0.00220951,0,0.0021987,0.000628772,0,0.000734809,0.00265029,0.00209718,0.00110546,0.00123194
"3.2.1.89:Arabinogalactan endo-beta-1,4-galactanase",0.00125827,0.000916088,0.00254595,0.00154703,0.00153957,0.000473822,0,0.000203685,0.00220091,0.00313332,0.00215399,0.00228515,0.00104288,0.0019687,0,0.000408874,0.0020602,0.000923344,0.0014403,0.00104717
3.2.2.1:Purine nucleosidase,0.0022312,0.00161653,0.00234725,0,0.000601974,0.00132849,0,0.000449699,0.00102935,0.000481387,0.00266377,0.000397103,0.00231901,0,0,0.00181691,0.000962653,0.00250369,0,0.000480554
3.2.2.23:DNA-formamidopyrimidine glycosylase,0.00128127,0,0,0,0,0,0,0.000568888,0.000764017,0,0.000357841,0,0,0,0,0,0,0,0.000632607,0.000267892
3.2.2.24:ADP-ribosyl-[dinitrogen reductase] hydrolase,0.00043712,0.000347019,0,0.00107226,0.000620509,0.000849646,0,0.000823394,0.000625213,0,0,0,0,0,0,0.00086105,0,0,0,0
3.2.2.27:Uracil-DNA glycosylase,0.00377907,0.0035663,0.00167606,0.00219286,0.0023057,0.00275642,0.0024757,0.00262464,0.00191195,0.00150203,0.00191178,0.000888589,0.00323951,0.000654397,0.00154163,0.00130576,0.00118981,0.00317538,0.00268121,0.00411491
3.2.2.9:Adenosylhomocysteine nucleosidase,0.00284147,0.00151196,0.00219124,0.00231594,0.00120034,0.000319664,0.000618825,0.00204833,0.00305291,0.00303006,0.000930117,0.00182371,0.000821047,0.004212469,0.00291382,0.00175126,0.00307596,0.00262925,0.000640094,0.00135182
3.2.2.n1:Cytokinin riboside 5'-monophosphate phosphoribohydrolase,0.0013195,0.000781165,0.00305442,0.000956427,0.000814308,0.00188472,0.000823971,0.00115107,0.000387701,0.00089208,0.000394163,0.00103045,0.000616672,0.00104309,0.000674971,0.00156728,0.00162598,0,0.000858759,0.00109989
3.4.11.18:Methionyl aminopeptidase,0.004811911,0.00390117,0.00109333,0.00246078,0.00353274,0.004433299,0.002975011,0.00353767,0.005902491,0.004471839,0.00433007,0.00180273,0.00483127,0.00265522,0.00310733,0.00413159,0.005846291,0.00438232,0.004286559,0.003809369
